b	eng	b	B	O	O
部	n	bu	E	O	O
平	a	ping	B	O	O
坦	a	tan	E	O	O
，	x	，	S	O	O
未	d	wei	B	O	O
见	v	jian	E	O	O
胃	n	wei	B	O	O
肠	n	chang	E	O	O
型	k	xing	S	O	O
及	c	ji	S	O	O
蠕	v	ru	B	O	O
动	v	dong	E	O	O
波	j	bo	S	O	O
，	x	，	S	O	O
无	v	wu	S	O	O
腹	n	fu	B	O	O
壁	n	bi	E	O	O
静	l	jing	B	SB	SB
脉	l	mai	I	SI	SI
曲	l	qu	I	SI	SI
张	l	zhang	E	SE	SE
。	x	。	S	O	O
腹	ng	fu	B	O	O
软	a	ruan	E	O	O
，	x	，	S	O	O
肝	n	gan	B	O	O
脾	n	pi	I	O	O
未	d	wei	E	O	O
触	v	chu	B	O	O
及	v	ji	E	O	O
肿	v	zhong	B	SB	SB
大	v	da	E	SE	SE
，	x	，	S	O	O
腹	n	fu	B	O	O
部	n	bu	E	O	O
无	v	wu	S	O	O
压	n	ya	B	O	O
痛	n	tong	E	O	O
，	x	，	S	O	O
无	l	wu	B	O	O
反	l	fan	E	O	O
跳	l	tiao	S	O	O
痛	v	tong	B	O	O
及	v	ji	E	O	O
肌	n	ji	S	O	O
紧	a	jin	B	O	O
张	a	zhang	E	O	O
。	x	。	S	O	O
腹	n	fu	B	O	O
部	n	bu	E	O	O
未	d	wei	S	O	O
触	v	chu	B	O	O
及	v	ji	E	O	O
包	n	bao	B	SB	O
块	n	kuai	E	SE	O
。	x	。	S	O	O
叩	vg	kou	B	O	O
鼓	n	gu	I	O	O
音	n	yin	E	O	O
，	x	，	S	O	O
移	n	yi	B	O	O
动	n	dong	I	O	O
性	n	xing	E	O	O
浊	n	zhuo	B	O	O
音	n	yin	E	O	O
阴	n	yin	B	O	O
性	n	xing	E	O	O
。	x	。	S	O	O
肠	n	chang	S	O	O
鸣	n	ming	B	O	O
音	n	yin	E	O	O
正	d	zheng	B	O	O
常	d	chang	E	O	O
，	x	，	S	O	O
无	v	wu	S	O	O
亢	v	kang	B	O	O
进	v	jin	E	O	O
（	x	（	S	O	O
4	m	4	S	O	O
次	t	ci	S	O	O
/	x	/	S	O	O
分	v	fen	S	O	O
肛	n	gang	B	O	O
门	n	men	E	O	O
未	i	wei	B	O	O
见	i	jian	I	O	O
异	i	yi	I	O	O
常	i	chang	E	O	O
。	x	。	S	O	O
脊	n	ji	B	O	O
柱	n	zhu	E	O	O
四	n	si	B	O	O
肢	n	zhi	E	O	O
无	v	wu	S	O	O
畸	n	ji	B	O	SB
形	n	xing	E	O	SE
，	x	，	S	O	O
活	vn	huo	B	O	O
动	vn	dong	E	O	O
自	r	zi	B	O	O
如	r	ru	E	O	O
，	x	，	S	O	O
双	n	shuang	B	O	O
下	n	xia	I	O	O
肢	n	zhi	E	O	O
无	v	wu	S	O	O
水	n	shui	B	O	SB
肿	n	zhong	E	O	SE
。	x	。	S	O	O
双	m	shuang	B	O	O
侧	n	ce	E	O	O
肱	n	gong	S	O	O
二	m	er	S	O	O
、	x	、	S	O	O
三	m	san	B	O	O
头	m	tou	E	O	O
肌	n	ji	S	O	O
反	v	fan	B	O	O
射	v	she	E	O	O
、	x	、	S	O	O
膝	n	xi	B	O	O
腱	n	jian	E	O	O
反	v	fan	B	O	O
射	v	she	E	O	O
正	d	zheng	B	O	O
常	d	chang	E	O	O
，	x	，	S	O	O
双	m	shuang	B	O	O
侧	nz	ce	E	O	O
巴	nz	ba	B	O	O
彬	nz	bin	E	O	O
斯	nr	si	B	O	O
基	nr	ji	I	O	O
氏	nr	shi	E	O	O
征	v	zheng	S	O	O
、	x	、	S	O	O
克	m	ke	S	O	O
尼	nrt	ni	B	O	O
格	nrt	ge	E	O	O
氏	n	shi	B	O	O
征	n	zheng	E	O	O
阴	n	yin	B	O	O
性	n	xing	E	O	O
。	x	。	S	O	O
专	n	zhuan	B	O	O
科	n	ke	E	O	O
情	n	qing	B	O	O
况	n	kuang	E	O	O
：	x	：	S	O	O
左	f	zuo	B	O	O
侧	f	ce	E	O	O
胸	n	xiong	B	O	O
部	n	bu	E	O	O
触	n	chu	B	O	O
痛	n	tong	E	O	O
明	a	ming	B	O	O
显	a	xian	E	O	O
，	x	，	S	O	O
双	m	shuang	B	O	O
肺	n	fei	E	O	O
呼	v	hu	B	O	O
吸	v	xi	E	O	O
音	n	yin	B	O	O
清	n	qing	E	O	O
，	x	，	S	O	O
腹	ng	fu	B	O	O
软	a	ruan	E	O	O
、	x	、	S	O	O
无	v	wu	S	O	O
压	n	ya	B	O	O
痛	n	tong	E	O	O
及	c	ji	S	O	O
肌	n	ji	S	O	O
紧	a	jin	B	O	O
张	a	zhang	E	O	O
，	x	，	S	O	O
肢	n	zhi	B	O	O
体	n	ti	E	O	O
未	i	wei	B	O	O
见	i	jian	I	O	O
异	i	yi	I	O	O
常	i	chang	E	O	O
。	x	。	S	O	O
5	m	5	S	O	O
.	m	.	S	O	O
辅	vn	fu	B	O	O
助	vn	zhu	E	O	O
检	vn	jian	B	O	O
查	vn	cha	E	O	O
：	x	：	S	O	O
胸	n	xiong	B	O	O
部	n	bu	E	O	O
C	eng	C	B	O	O
T	eng	T	E	O	O
+	x	+	S	O	O
肋	n	lei	B	O	O
骨	n	gu	E	O	O
重	a	zhong	B	O	O
建	a	jian	E	O	O
提	v	ti	B	O	O
示	v	shi	E	O	O
:	x	:	S	O	O
右	n	you	B	DB	O
肺	n	fei	E	DI	O
中	t	zhong	B	DI	O
叶	t	ye	E	DI	O
炎	n	yan	B	DI	O
症	n	zheng	E	DE	O
；	x	；	S	O	O
纵	n	zong	B	O	O
膈	n	ge	E	O	O
淋	n	lin	B	O	O
巴	n	ba	I	O	O
结	n	jie	E	O	O
增	v	zeng	B	O	O
大	v	da	E	O	O
；	x	；	S	O	O
主	b	zhu	S	DB	O
动	l	dong	B	DI	O
脉	l	mai	I	DI	O
硬	l	ying	I	DI	O
化	l	hua	E	DE	O
；	x	；	S	O	O
左	f	zuo	B	DB	O
侧	f	ce	E	DI	O
第	m	di	S	DI	O
2	m	2	S	DI	O
、	x	、	S	DI	O
3	x	3	S	DI	O
、	x	、	S	DI	O
4	x	4	S	DI	O
肋	n	lei	B	DI	O
骨	n	gu	E	DI	O
骨	n	gu	B	DI	SB
折	n	zhe	E	DE	SE
（	x	（	S	O	O
C	eng	C	B	O	O
T	eng	T	E	O	O
号	m	hao	S	O	O
：	x	：	S	O	O
0	m	0	B	O	O
1	m	1	I	O	O
5	m	5	I	O	O
8	m	8	I	O	O
8	m	8	I	O	O
0	m	0	E	O	O
）	x	）	S	O	O
。	x	。	S	O	O

入	n	ru	B	O	O
院	n	yuan	E	O	O
后	f	hou	S	O	O
完	v	wan	B	O	O
善	v	shan	E	O	O
相	v	xiang	B	O	O
关	v	guan	E	O	O
辅	vn	fu	B	O	O
助	vn	zhu	E	O	O
检	vn	jian	B	O	O
查	vn	cha	E	O	O
，	x	，	S	O	O
给	v	gei	B	O	O
予	v	yu	E	O	O
口	n	kou	B	O	O
服	n	fu	E	O	O
抗	nz	kang	B	O	O
生	nz	sheng	I	O	O
素	nz	su	E	O	O
，	x	，	S	O	O
静	n	jing	B	O	O
点	n	dian	E	O	O
软	l	ruan	B	O	O
组	l	zu	I	O	O
织	l	zhi	E	O	O
修	v	xiu	B	O	O
复	v	fu	E	O	O
药	n	yao	B	O	O
物	n	wu	E	O	O
及	c	ji	S	O	O
营	n	ying	B	O	O
养	n	yang	E	O	O
脑	n	nao	B	O	O
细	n	xi	I	O	O
胞	n	bao	E	O	O
药	n	yao	B	O	O
物	n	wu	E	O	O
治	v	zhi	B	O	O
疗	v	liao	E	O	O
。	x	。	S	O	O
2	m	2	B	O	O
0	m	0	I	O	O
1	m	1	I	O	O
6	m	6	E	O	O
-	x	-	S	O	O
1	m	1	B	O	O
0	m	0	E	O	O
-	x	-	S	O	O
1	m	1	B	O	O
0	m	0	E	O	O
拆	v	chai	B	O	O
除	v	chu	E	O	O
左	nr	zuo	B	O	O
眉	nr	mei	I	O	O
弓	nr	gong	E	O	O
缝	n	feng	B	O	O
线	n	xian	E	O	O
。	x	。	S	O	O

住	n	zhu	B	O	O
院	n	yuan	E	O	O
后	f	hou	S	O	O
根	p	gen	B	O	O
据	p	ju	E	O	O
病	n	bing	B	O	O
史	n	shi	E	O	O
、	x	、	S	O	O
查	nr	cha	B	O	O
体	nr	ti	E	O	O
及	c	ji	S	O	O
辅	vn	fu	B	O	O
助	vn	zhu	E	O	O
检	vn	jian	B	O	O
查	vn	cha	E	O	O
初	d	chu	B	O	O
步	d	bu	E	O	O
诊	v	zhen	B	O	O
断	v	duan	E	O	O
：	x	：	S	O	O
1	m	1	S	O	O
.	m	.	S	O	O
右	f	you	B	DB	O
侧	f	ce	E	DI	O
胸	n	xiong	B	DI	O
部	n	bu	E	DI	O
刀	n	dao	S	DI	O
刺	v	ci	B	DI	O
伤	v	shang	E	DE	O
2	m	2	B	O	O
.	m	.	I	O	O
2	m	2	E	DB	DB
型	k	xing	S	DI	DI
糖	n	tang	B	DI	DI
尿	n	niao	I	DI	DI
病	n	bing	E	DE	DE
3	m	3	S	O	O
.	m	.	S	O	O
冠	n	guan	B	DB	DB
心	n	xin	I	DI	DI
病	n	bing	E	DE	DE
。	x	。	S	O	O
住	n	zhu	B	O	O
院	n	yuan	E	O	O
后	f	hou	S	O	O
给	v	gei	B	O	O
予	v	yu	E	O	O
右	f	you	B	O	O
侧	f	ce	E	O	O
胸	n	xiong	B	O	O
部	n	bu	E	O	O
刀	n	dao	S	O	O
刺	v	ci	B	O	O
伤	v	shang	E	O	O
护	n	hu	B	O	O
理	n	li	E	O	O
常	n	chang	B	O	O
规	n	gui	E	O	O
，	x	，	S	O	O
Ⅱ	x	Ⅱ	S	O	O
级	q	ji	S	O	O
护	n	hu	B	O	O
理	n	li	E	O	O
，	x	，	S	O	O
完	v	wan	B	O	O
善	v	shan	E	O	O
相	v	xiang	B	O	O
关	v	guan	E	O	O
辅	vn	fu	B	O	O
助	vn	zhu	E	O	O
检	vn	jian	B	O	O
查	vn	cha	E	O	O
。	x	。	S	O	O
口	n	kou	B	O	O
服	n	fu	E	O	O
消	n	xiao	B	O	O
炎	n	yan	I	O	O
药	n	yao	E	O	O
预	v	yu	B	O	O
防	v	fang	E	O	O
感	v	gan	B	O	O
染	v	ran	E	O	O
、	x	、	S	O	O
脑	n	nao	B	O	O
细	n	xi	I	O	O
胞	n	bao	E	O	O
代	v	dai	B	O	O
谢	v	xie	E	O	O
药	n	yao	B	O	O
物	n	wu	E	O	O
及	c	ji	S	O	O
药	n	yao	B	O	O
物	n	wu	E	O	O
等	u	deng	S	O	O
对	n	dui	B	O	O
症	n	zheng	E	O	O
治	v	zhi	B	O	O
疗	v	liao	E	O	O
。	x	。	S	O	O

入	n	ru	B	O	O
院	n	yuan	E	O	O
后	f	hou	S	O	O
完	v	wan	B	O	O
善	v	shan	E	O	O
相	v	xiang	B	O	O
关	v	guan	E	O	O
检	vn	jian	B	O	O
验	vn	yan	E	O	O
、	x	、	S	O	O
检	vn	jian	B	O	O
查	vn	cha	E	O	O
，	x	，	S	O	O
明	ad	ming	B	O	O
确	ad	que	E	O	O
患	n	huan	B	O	O
者	n	zhe	E	O	O
诊	v	zhen	B	O	O
断	v	duan	E	O	O
，	x	，	S	O	O
给	v	gei	B	O	O
予	v	yu	E	O	O
应	v	ying	B	O	O
用	v	yong	E	O	O
抗	nz	kang	B	O	O
炎	nz	yan	E	O	O
、	x	、	S	O	O
营	n	ying	B	O	O
养	n	yang	E	O	O
脑	n	nao	B	O	O
神	n	shen	I	O	O
经	n	jing	E	O	O
、	x	、	S	O	O
活	l	huo	B	O	O
血	l	xie	I	O	O
化	l	hua	I	O	O
瘀	l	yu	E	O	O
、	x	、	S	O	O
止	v	zhi	B	O	O
疼	v	teng	E	O	O
等	u	deng	S	O	O
药	n	yao	B	O	O
物	n	wu	E	O	O
对	n	dui	B	O	O
症	n	zheng	E	O	O
治	v	zhi	B	O	O
疗	v	liao	E	O	O
。	x	。	S	O	O
后	f	hou	S	O	O
患	n	huan	B	O	O
者	n	zhe	E	O	O
诉	vn	su	S	O	O
腰	n	yao	B	SB	SB
痛	n	tong	E	SE	SE
，	x	，	S	O	O
给	v	gei	B	O	O
予	v	yu	E	O	O
行	zg	xing	S	O	O
腰	n	yao	B	O	O
椎	n	zhui	I	O	O
间	n	jian	I	O	O
盘	n	pan	E	O	O
C	eng	C	B	O	O
T	eng	T	E	O	O
回	v	hui	B	O	O
报	v	bao	E	O	O
：	x	：	S	O	O
腰	n	yao	S	O	O
5	m	5	S	O	O
-	x	-	S	O	O
骶	n	di	S	O	O
1	m	1	S	O	O
椎	n	zhui	B	O	O
间	n	jian	I	O	O
盘	n	pan	E	O	O
突	v	tu	B	O	O
出	v	chu	E	O	O
。	x	。	S	O	O
补	v	bu	B	O	O
充	v	chong	E	O	O
诊	v	zhen	B	O	O
断	v	duan	E	O	O
：	x	：	S	O	O
腰	n	yao	B	DB	DB
椎	n	zhui	I	DI	DI
间	n	jian	I	DI	DI
盘	n	pan	E	DI	DI
突	v	tu	B	DI	DI
出	v	chu	E	DI	DI
症	zg	zheng	S	DE	DE
。	x	。	S	O	O
给	v	gei	B	O	O
予	v	yu	E	O	O
应	v	ying	B	O	O
用	v	yong	E	O	O
营	n	ying	B	O	O
养	n	yang	E	O	O
神	n	shen	B	O	O
经	n	jing	E	O	O
，	x	，	S	O	O
病	n	bing	S	O	O
给	v	gei	B	O	O
予	v	yu	E	O	O
患	n	huan	B	O	O
处	n	chu	E	O	O
蜡	n	la	B	O	O
疗	n	liao	E	O	O
热	v	re	B	O	O
敷	v	fu	E	O	O
，	x	，	S	O	O
现	tg	xian	S	O	O
患	n	huan	B	O	O
者	n	zhe	E	O	O
病	n	bing	B	O	O
情	n	qing	E	O	O
好	v	hao	B	O	O
转	v	zhuan	E	O	O
，	x	，	S	O	O
要	v	yao	B	O	O
求	v	qiu	E	O	O
出	n	chu	B	O	O
院	n	yuan	E	O	O
。	x	。	S	O	O
请	v	qing	B	O	O
示	v	shi	E	O	O
上	b	shang	B	O	O
级	b	ji	E	O	O
医	n	yi	B	O	O
师	n	shi	E	O	O
后	f	hou	S	O	O
同	d	tong	B	O	O
意	d	yi	E	O	O
患	n	huan	B	O	O
者	n	zhe	E	O	O
今	t	jin	B	O	O
日	t	ri	E	O	O
办	n	ban	B	O	O
理	n	li	E	O	O
出	n	chu	B	O	O
院	n	yuan	E	O	O
手	v	shou	B	O	O
续	v	xu	E	O	O
。	x	。	S	O	O

入	n	ru	B	O	O
院	n	yuan	E	O	O
后	f	hou	S	O	O
完	v	wan	B	O	O
善	v	shan	E	O	O
相	v	xiang	B	O	O
关	v	guan	E	O	O
检	vn	jian	B	O	O
验	vn	yan	E	O	O
、	x	、	S	O	O
检	vn	jian	B	O	O
查	vn	cha	E	O	O
，	x	，	S	O	O
明	ad	ming	B	O	O
确	ad	que	E	O	O
患	n	huan	B	O	O
者	n	zhe	E	O	O
诊	v	zhen	B	O	O
断	v	duan	E	O	O
，	x	，	S	O	O
给	v	gei	B	O	O
予	v	yu	E	O	O
应	v	ying	B	O	O
用	v	yong	E	O	O
营	n	ying	B	O	O
养	n	yang	E	O	O
脑	n	nao	B	O	O
神	n	shen	I	O	O
经	n	jing	E	O	O
、	x	、	S	O	O
止	v	zhi	B	O	O
疼	v	teng	E	O	O
、	x	、	S	O	O
活	l	huo	B	O	O
血	l	xie	I	O	O
化	l	hua	I	O	O
瘀	l	yu	E	O	O
等	u	deng	S	O	O
药	n	yao	B	O	O
物	n	wu	E	O	O
对	n	dui	B	O	O
症	n	zheng	E	O	O
治	v	zhi	B	O	O
疗	v	liao	E	O	O
，	x	，	S	O	O
现	tg	xian	S	O	O
患	n	huan	B	O	O
者	n	zhe	E	O	O
自	d	zi	B	O	O
觉	d	jue	E	O	O
症	n	zheng	B	O	O
状	n	zhuang	E	O	O
好	v	hao	B	O	O
转	v	zhuan	E	O	O
，	x	，	S	O	O
要	v	yao	B	O	O
求	v	qiu	E	O	O
出	n	chu	B	O	O
院	n	yuan	E	O	O
，	x	，	S	O	O
今	t	jin	B	O	O
日	t	ri	E	O	O
出	n	chu	B	O	O
院	n	yuan	E	O	O
。	x	。	S	O	O

入	n	ru	B	O	O
院	n	yuan	E	O	O
后	f	hou	S	O	O
给	v	gei	B	O	O
予	v	yu	E	O	O
神	nz	shen	B	O	O
经	nz	jing	I	O	O
外	nz	wai	I	O	O
科	nz	ke	E	O	O
护	n	hu	B	O	O
理	n	li	E	O	O
常	n	chang	B	O	O
规	n	gui	E	O	O
，	x	，	S	O	O
完	v	wan	B	O	O
善	v	shan	E	O	O
相	v	xiang	B	O	O
关	v	guan	E	O	O
检	vn	jian	B	O	O
验	vn	yan	E	O	O
检	vn	jian	B	O	O
查	vn	cha	E	O	O
，	x	，	S	O	O
头	n	tou	B	O	O
颅	n	lu	E	O	O
C	eng	C	B	O	O
T	eng	T	E	O	O
示	v	shi	S	O	O
：	x	：	S	O	O
右	f	you	B	O	O
侧	f	ce	E	O	O
顶	n	ding	B	O	O
骨	n	gu	E	O	O
骨	n	gu	B	O	O
折	n	zhe	E	O	O
，	x	，	S	O	O
并	c	bing	S	O	O
颅	s	lu	B	O	O
内	s	nei	E	O	O
积	n	ji	B	O	O
气	n	qi	E	O	O
。	x	。	S	O	O
右	f	you	B	O	O
侧	f	ce	E	O	O
顶	f	ding	B	O	O
部	f	bu	E	O	O
头	s	tou	B	O	O
下	s	xia	E	O	O
血	n	xie	B	O	O
肿	n	zhong	E	O	O
。	x	。	S	O	O
徐	nr	xu	S	O	O
新	n	xin	B	O	O
民	n	min	E	O	O
主	b	zhu	B	O	O
任	b	ren	E	O	O
查	v	cha	B	O	O
看	v	kan	E	O	O
病	n	bing	B	O	O
人	n	ren	E	O	O
后	f	hou	S	O	O
建	n	jian	B	O	O
议	n	yi	E	O	O
手	n	shou	B	O	O
术	n	shu	E	O	O
，	x	，	S	O	O
与	p	yu	S	O	O
患	n	huan	B	O	O
者	n	zhe	E	O	O
及	c	ji	S	O	O
家	n	jia	B	O	O
属	n	shu	E	O	O
交	n	jiao	B	O	O
代	n	dai	E	O	O
病	n	bing	B	O	O
情	n	qing	E	O	O
后	f	hou	S	O	O
，	x	，	S	O	O
于	p	yu	S	O	O
2	m	2	B	O	O
0	m	0	I	O	O
1	m	1	I	O	O
7	m	7	E	O	O
年	m	nian	S	O	O
1	m	1	S	O	O
月	m	yue	S	O	O
1	m	1	B	O	O
3	m	3	E	O	O
日	m	ri	S	O	O

1	m	1	B	O	O
5	m	5	E	O	O
：	x	：	S	O	O
1	m	1	B	O	O
6	m	6	E	O	O
分	v	fen	B	O	O
在	v	zai	E	O	O
手	n	shou	B	O	O
术	n	shu	I	O	O
室	n	shi	E	O	O
全	n	quan	B	O	O
麻	n	ma	E	O	O
下	v	xia	B	O	O
行	v	xing	E	O	O
开	n	kai	B	O	O
放	n	fang	I	O	O
性	n	xing	E	O	O
颅	n	lu	B	O	O
脑	n	nao	E	O	O
损	v	sun	B	O	O
伤	v	shang	E	O	O
清	n	qing	B	O	O
创	n	chuang	E	O	O
缝	v	feng	B	O	O
合	v	he	E	O	O
术	v	shu	S	O	O
，	x	，	S	O	O
术	v	shu	S	O	O
中	f	zhong	S	O	O
顺	ad	shun	B	O	O
利	ad	li	E	O	O
，	x	，	S	O	O
术	t	shu	B	O	O
后	t	hou	E	O	O
安	v	an	B	O	O
返	v	fan	E	O	O
病	n	bing	B	O	O
室	n	shi	E	O	O
，	x	，	S	O	O
给	v	gei	B	O	O
予	v	yu	E	O	O
静	n	jing	B	O	O
点	n	dian	E	O	O
营	n	ying	B	O	O
养	n	yang	E	O	O
脑	n	nao	B	O	O
神	n	shen	I	O	O
经	n	jing	E	O	O
药	n	yao	B	O	O
物	n	wu	E	O	O
及	c	ji	S	O	O
抗	nz	kang	B	O	O
生	nz	sheng	I	O	O
素	nz	su	E	O	O
预	v	yu	B	O	O
防	v	fang	E	O	O
颅	s	lu	B	O	O
内	s	nei	E	O	O
感	v	gan	B	O	O
染	v	ran	E	O	O
，	x	，	S	O	O
创	n	chuang	B	O	O
口	n	kou	E	O	O
换	nz	huan	B	O	O
药	nz	yao	E	O	O
、	x	、	S	O	O
拆	n	chai	B	O	O
线	n	xian	E	O	O
后	f	hou	S	O	O
愈	v	yu	B	O	O
合	v	he	E	O	O
好	a	hao	S	O	O
。	x	。	S	O	O

入	n	ru	B	O	O
院	n	yuan	E	O	O
后	f	hou	S	O	O
完	v	wan	B	O	O
善	v	shan	E	O	O
相	nr	xiang	B	O	O
关	nr	guan	I	O	O
检	nr	jian	I	O	O
查	nr	cha	E	O	O
，	x	，	S	O	O
患	n	huan	B	O	O
者	n	zhe	E	O	O
尿	n	niao	B	O	O
常	n	chang	I	O	O
规	n	gui	E	O	O
回	v	hui	B	O	O
报	v	bao	E	O	O
：	x	：	S	O	O
白	n	bai	B	O	O
细	n	xi	I	O	O
胞	n	bao	E	O	O
+	x	+	S	O	O
3	m	3	S	O	O
，	x	，	S	O	O
尿	n	niao	B	O	O
糖	n	tang	E	O	O
+	x	+	S	O	O
2	m	2	S	O	O
，	x	，	S	O	O
镜	j	jing	B	O	O
检	j	jian	E	O	O
白	n	bai	B	O	O
细	n	xi	I	O	O
胞	n	bao	E	O	O
1	m	1	B	O	O
5	m	5	E	O	O
-	x	-	S	O	O
1	m	1	B	O	O
9	m	9	E	O	O
个	m	ge	S	O	O
/	x	/	S	O	O
H	eng	H	B	O	O
P	eng	P	E	O	O
。	x	。	S	O	O
空	n	kong	B	O	O
腹	n	fu	E	O	O
葡	n	pu	B	O	O
萄	n	tao	I	O	O
糖	n	tang	E	O	O
9	m	9	B	O	O
.	m	.	I	O	O
7	m	7	I	O	O
3	m	3	E	O	O
m	eng	m	B	O	O
m	eng	m	I	O	O
o	eng	o	I	O	O
l	eng	l	E	O	O
/	x	/	S	O	O
L	x	L	S	O	O
。	x	。	S	O	O
考	v	kao	B	O	O
虑	v	lv	E	O	O
患	n	huan	B	O	O
者	n	zhe	E	O	O
为	p	wei	S	O	O
泌	n	mi	B	DB	O
尿	n	niao	I	DI	O
系	n	xi	E	DI	O
感	v	gan	B	DI	O
染	v	ran	E	DE	O
，	x	，	S	O	O
血	n	xie	B	O	O
糖	n	tang	E	O	O
控	v	kong	B	O	O
制	v	zhi	E	O	O
不	d	bu	B	O	O
好	d	hao	E	O	O
，	x	，	S	O	O
暂	d	zan	B	O	O
时	d	shi	E	O	O
停	v	ting	B	O	O
止	v	zhi	E	O	O
右	f	you	B	O	O
侧	f	ce	E	O	O
输	n	shu	B	O	O
尿	n	niao	I	O	O
管	n	guan	E	O	O
置	v	zhi	S	O	O
管	n	guan	B	O	O
术	n	shu	E	O	O
。	x	。	S	O	O

入	n	ru	B	O	O
院	n	yuan	E	O	O
后	vn	hou	B	O	O
查	vn	cha	E	O	O
心	n	xin	B	O	O
电	n	dian	I	O	O
图	n	tu	E	O	O
、	x	、	S	O	O
心	n	xin	B	O	O
脏	n	zang	E	O	O
彩	j	cai	B	O	O
超	j	chao	E	O	O
、	x	、	S	O	O
血	n	xie	S	O	O
尿	n	niao	B	O	O
常	n	chang	I	O	O
规	n	gui	E	O	O
、	x	、	S	O	O
肝	n	gan	B	O	O
肾	n	shen	E	O	O
功	n	gong	B	O	O
能	n	neng	E	O	O
、	x	、	S	O	O
血	n	xie	B	O	O
糖	n	tang	E	O	O
、	x	、	S	O	O
血	n	xie	B	O	O
脂	n	zhi	E	O	O
、	x	、	S	O	O
凝	v	ning	B	O	SB
血	v	xie	E	O	SE
，	x	，	S	O	O
输	v	shu	B	O	O
血	v	xie	E	O	O
前	f	qian	S	O	O
八	m	ba	B	O	O
项	m	xiang	E	O	O
，	x	，	S	O	O
甲	n	jia	B	O	O
功	n	gong	E	O	O
五	m	wu	B	O	O
项	m	xiang	E	O	O
。	x	。	S	O	O

每	r	mei	B	O	O
日	r	ri	E	O	O
测	vn	ce	S	O	O
基	n	ji	B	O	O
础	n	chu	I	O	O
代	n	dai	I	O	O
谢	n	xie	I	O	O
率	n	lv	E	O	O
。	x	。	S	O	O
于	p	yu	S	O	O
2	m	2	B	O	O
0	m	0	I	O	O
1	m	1	I	O	O
6	m	6	E	O	O
-	x	-	S	O	O
1	m	1	B	O	O
2	m	2	E	O	O
-	x	-	S	O	O
7	m	7	S	O	O
在	p	zai	S	O	O
全	n	quan	B	O	O
麻	n	ma	E	O	O
下	v	xia	B	O	O
行	v	xing	E	O	O
甲	l	jia	B	O	O
状	l	zhuang	I	O	O
腺	l	xian	E	O	O
大	n	da	B	O	O
部	n	bu	E	O	O
切	l	qie	B	O	O
除	l	chu	I	O	O
术	l	shu	E	O	O
，	x	，	S	O	O
手	n	shou	B	O	O
术	n	shu	E	O	O
顺	ad	shun	B	O	O
利	ad	li	E	O	O
，	x	，	S	O	O
术	t	shu	B	O	O
后	t	hou	E	O	O
给	v	gei	B	O	O
予	v	yu	E	O	O
静	n	jing	B	O	O
点	n	dian	E	O	O
抗	nz	kang	B	O	O
生	nz	sheng	I	O	O
素	nz	su	E	O	O
，	x	，	S	O	O
化	v	hua	B	O	O
痰	v	tan	E	O	O
、	x	、	S	O	O
抑	nz	yi	B	O	O
酸	nz	suan	I	O	O
及	c	ji	E	O	O
补	n	bu	B	O	O
液	n	ye	E	O	O
对	n	dui	B	O	O
症	n	zheng	E	O	O
治	v	zhi	B	O	O
疗	v	liao	E	O	O
。	x	。	S	O	O
切	n	qie	B	O	O
口	n	kou	E	O	O
换	nz	huan	B	O	O
药	nz	yao	E	O	O
。	x	。	S	O	O
现	tg	xian	S	O	O
患	n	huan	B	O	O
者	n	zhe	E	O	O
切	n	qie	B	O	O
口	n	kou	E	O	O
已	d	yi	S	O	O
拆	n	chai	B	O	O
线	n	xian	E	O	O
，	x	，	S	O	O
切	n	qie	B	O	O
口	n	kou	E	O	O
甲	b	jia	B	O	O
级	b	ji	E	O	O
愈	v	yu	B	O	O
合	v	he	E	O	O
。	x	。	S	O	O

入	n	ru	B	O	O
院	n	yuan	E	O	O
后	f	hou	S	O	O
完	v	wan	B	O	O
善	v	shan	E	O	O
相	v	xiang	B	O	O
关	v	guan	E	O	O
检	vn	jian	B	O	O
验	vn	yan	E	O	O
、	x	、	S	O	O
检	vn	jian	B	O	O
查	vn	cha	E	O	O
，	x	，	S	O	O
明	ad	ming	B	O	O
确	ad	que	E	O	O
诊	v	zhen	B	O	O
断	v	duan	E	O	O
，	x	，	S	O	O
给	v	gei	B	O	O
予	v	yu	E	O	O
右	f	you	B	O	O
侧	f	ce	E	O	O
腹	n	fu	B	O	O
股	n	gu	I	O	O
沟	n	gou	E	O	O
斜	v	xie	S	O	O
疝	n	shan	S	O	O
无	n	wu	S	O	O
张	n	zhang	B	O	O
力	n	li	E	O	O
疝	n	shan	S	O	O
修	v	xiu	B	O	O
补	v	bu	E	O	O
、	x	、	S	O	O
抗	n	kang	B	O	O
炎	n	yan	I	O	O
药	n	yao	E	O	O
预	v	yu	B	O	O
防	v	fang	E	O	O
感	v	gan	B	O	O
染	v	ran	E	O	O
等	u	deng	S	O	O
对	n	dui	B	O	O
症	n	zheng	E	O	O
治	v	zhi	B	O	O
疗	v	liao	E	O	O
。	x	。	S	O	O
现	tg	xian	S	O	O
患	n	huan	B	O	O
者	n	zhe	E	O	O
自	d	zi	B	O	O
觉	d	jue	E	O	O
症	n	zheng	B	O	O
状	n	zhuang	E	O	O
好	v	hao	B	O	O
转	v	zhuan	E	O	O
，	x	，	S	O	O
要	v	yao	B	O	O
求	v	qiu	E	O	O
出	n	chu	B	O	O
