b	b	O	O
。	。	O	O

入	ru	O	O
院	yuan	O	O
后	hou	O	O
完	wan	O	O
善	shan	O	O
相	xiang	O	O
关	guan	O	O
辅	fu	O	O
助	zhu	O	O
检	jian	O	O
查	cha	O	O
，	，	O	O
给	gei	O	O
予	yu	O	O
口	kou	O	O
服	fu	O	O
抗	kang	O	O
生	sheng	O	O
素	su	O	O
，	，	O	O
静	jing	O	O
点	dian	O	O
软	ruan	O	O
组	zu	O	O
织	zhi	O	O
修	xiu	O	O
复	fu	O	O
药	yao	O	O
物	wu	O	O
及	ji	O	O
营	ying	O	O
养	yang	O	O
脑	nao	O	O
细	xi	O	O
胞	bao	O	O
药	yao	O	O
物	wu	O	O
治	zhi	O	O
疗	liao	O	O
。	。	O	O
2	2	O	O
0	0	O	O
1	1	O	O
6	6	O	O
-	-	O	O
1	1	O	O
0	0	O	O
-	-	O	O
1	1	O	O
0	0	O	O
拆	chai	O	O
除	chu	O	O
左	zuo	O	O
眉	mei	O	O
弓	gong	O	O
缝	feng	O	O
线	xian	O	O
。	。	O	O

住	zhu	O	O
院	yuan	O	O
后	hou	O	O
根	gen	O	O
据	ju	O	O
病	bing	O	O
史	shi	O	O
、	、	O	O
查	cha	O	O
体	ti	O	O
及	ji	O	O
辅	fu	O	O
助	zhu	O	O
检	jian	O	O
查	cha	O	O
初	chu	O	O
步	bu	O	O
诊	zhen	O	O
断	duan	O	O
：	：	O	O
1	1	O	O
.	.	O	O
右	you	DB	O
侧	ce	DI	O
胸	xiong	DI	O
部	bu	DI	O
刀	dao	DI	O
刺	ci	DI	O
伤	shang	DE	O
2	2	O	O
.	.	O	O
2	2	DB	DB
型	xing	DI	DI
糖	tang	DI	DI
尿	niao	DI	DI
病	bing	DE	DE
3	3	O	O
.	.	O	O
冠	guan	DB	DB
心	xin	DI	DI
病	bing	DE	DE
。	。	O	O
住	zhu	O	O
院	yuan	O	O
后	hou	O	O
给	gei	O	O
予	yu	O	O
右	you	O	O
侧	ce	O	O
胸	xiong	O	O
部	bu	O	O
刀	dao	O	O
刺	ci	O	O
伤	shang	O	O
护	hu	O	O
理	li	O	O
常	chang	O	O
规	gui	O	O
，	，	O	O
Ⅱ	Ⅱ	O	O
级	ji	O	O
护	hu	O	O
理	li	O	O
，	，	O	O
完	wan	O	O
善	shan	O	O
相	xiang	O	O
关	guan	O	O
辅	fu	O	O
助	zhu	O	O
检	jian	O	O
查	cha	O	O
。	。	O	O
口	kou	O	O
服	fu	O	O
消	xiao	O	O
炎	yan	O	O
药	yao	O	O
预	yu	O	O
防	fang	O	O
感	gan	O	O
染	ran	O	O
、	、	O	O
脑	nao	O	O
细	xi	O	O
胞	bao	O	O
代	dai	O	O
谢	xie	O	O
药	yao	O	O
物	wu	O	O
及	ji	O	O
药	yao	O	O
物	wu	O	O
等	deng	O	O
对	dui	O	O
症	zheng	O	O
治	zhi	O	O
疗	liao	O	O
。	。	O	O

入	ru	O	O
院	yuan	O	O
后	hou	O	O
完	wan	O	O
善	shan	O	O
相	xiang	O	O
关	guan	O	O
检	jian	O	O
验	yan	O	O
、	、	O	O
检	jian	O	O
查	cha	O	O
，	，	O	O
明	ming	O	O
确	que	O	O
患	huan	O	O
者	zhe	O	O
诊	zhen	O	O
断	duan	O	O
，	，	O	O
给	gei	O	O
予	yu	O	O
应	ying	O	O
用	yong	O	O
抗	kang	O	O
炎	yan	O	O
、	、	O	O
营	ying	O	O
养	yang	O	O
脑	nao	O	O
神	shen	O	O
经	jing	O	O
、	、	O	O
活	huo	O	O
血	xie	O	O
化	hua	O	O
瘀	yu	O	O
、	、	O	O
止	zhi	O	O
疼	teng	O	O
等	deng	O	O
药	yao	O	O
物	wu	O	O
对	dui	O	O
症	zheng	O	O
治	zhi	O	O
疗	liao	O	O
。	。	O	O
后	hou	O	O
患	huan	O	O
者	zhe	O	O
诉	su	O	O
腰	yao	SB	SB
痛	tong	SE	SE
，	，	O	O
给	gei	O	O
予	yu	O	O
行	xing	O	O
腰	yao	O	O
椎	zhui	O	O
间	jian	O	O
盘	pan	O	O
C	C	O	O
T	T	O	O
回	hui	O	O
报	bao	O	O
：	：	O	O
腰	yao	O	O
5	5	O	O
-	-	O	O
骶	di	O	O
1	1	O	O
椎	zhui	O	O
间	jian	O	O
盘	pan	O	O
突	tu	O	O
出	chu	O	O
。	。	O	O
补	bu	O	O
充	chong	O	O
诊	zhen	O	O
断	duan	O	O
：	：	O	O
腰	yao	DB	DB
椎	zhui	DI	DI
间	jian	DI	DI
盘	pan	DI	DI
突	tu	DI	DI
出	chu	DI	DI
症	zheng	DE	DE
。	。	O	O
给	gei	O	O
予	yu	O	O
应	ying	O	O
用	yong	O	O
营	ying	O	O
养	yang	O	O
神	shen	O	O
经	jing	O	O
，	，	O	O
病	bing	O	O
给	gei	O	O
予	yu	O	O
患	huan	O	O
处	chu	O	O
蜡	la	O	O
疗	liao	O	O
热	re	O	O
敷	fu	O	O
，	，	O	O
现	xian	O	O
患	huan	O	O
者	zhe	O	O
病	bing	O	O
情	qing	O	O
好	hao	O	O
转	zhuan	O	O
，	，	O	O
要	yao	O	O
求	qiu	O	O
出	chu	O	O
院	yuan	O	O
。	。	O	O
请	qing	O	O
示	shi	O	O
上	shang	O	O
级	ji	O	O
医	yi	O	O
师	shi	O	O
后	hou	O	O
同	tong	O	O
意	yi	O	O
患	huan	O	O
者	zhe	O	O
今	jin	O	O
日	ri	O	O
办	ban	O	O
理	li	O	O
出	chu	O	O
院	yuan	O	O
手	shou	O	O
续	xu	O	O
。	。	O	O

入	ru	O	O
院	yuan	O	O
后	hou	O	O
完	wan	O	O
善	shan	O	O
相	xiang	O	O
关	guan	O	O
检	jian	O	O
验	yan	O	O
、	、	O	O
检	jian	O	O
查	cha	O	O
，	，	O	O
明	ming	O	O
确	que	O	O
患	huan	O	O
者	zhe	O	O
诊	zhen	O	O
断	duan	O	O
，	，	O	O
给	gei	O	O
予	yu	O	O
应	ying	O	O
用	yong	O	O
营	ying	O	O
养	yang	O	O
脑	nao	O	O
神	shen	O	O
经	jing	O	O
、	、	O	O
止	zhi	O	O
疼	teng	O	O
、	、	O	O
活	huo	O	O
血	xie	O	O
化	hua	O	O
瘀	yu	O	O
等	deng	O	O
药	yao	O	O
物	wu	O	O
对	dui	O	O
症	zheng	O	O
治	zhi	O	O
疗	liao	O	O
，	，	O	O
现	xian	O	O
患	huan	O	O
者	zhe	O	O
自	zi	O	O
觉	jue	O	O
症	zheng	O	O
状	zhuang	O	O
好	hao	O	O
转	zhuan	O	O
，	，	O	O
要	yao	O	O
求	qiu	O	O
出	chu	O	O
院	yuan	O	O
，	，	O	O
今	jin	O	O
日	ri	O	O
出	chu	O	O
院	yuan	O	O
。	。	O	O

入	ru	O	O
院	yuan	O	O
后	hou	O	O
给	gei	O	O
予	yu	O	O
神	shen	O	O
经	jing	O	O
外	wai	O	O
科	ke	O	O
护	hu	O	O
理	li	O	O
常	chang	O	O
规	gui	O	O
，	，	O	O
完	wan	O	O
善	shan	O	O
相	xiang	O	O
关	guan	O	O
检	jian	O	O
验	yan	O	O
检	jian	O	O
查	cha	O	O
，	，	O	O
头	tou	O	O
颅	lu	O	O
C	C	O	O
T	T	O	O
示	shi	O	O
：	：	O	O
右	you	O	O
侧	ce	O	O
顶	ding	O	O
骨	gu	O	O
骨	gu	O	O
折	zhe	O	O
，	，	O	O
并	bing	O	O
颅	lu	O	O
内	nei	O	O
积	ji	O	O
气	qi	O	O
。	。	O	O
右	you	O	O
侧	ce	O	O
顶	ding	O	O
部	bu	O	O
头	tou	O	O
下	xia	O	O
血	xie	O	O
肿	zhong	O	O
。	。	O	O
徐	xu	O	O
新	xin	O	O
民	min	O	O
主	zhu	O	O
任	ren	O	O
查	cha	O	O
看	kan	O	O
病	bing	O	O
人	ren	O	O
后	hou	O	O
建	jian	O	O
议	yi	O	O
手	shou	O	O
术	shu	O	O
，	，	O	O
与	yu	O	O
患	huan	O	O
者	zhe	O	O
及	ji	O	O
家	jia	O	O
属	shu	O	O
交	jiao	O	O
代	dai	O	O
病	bing	O	O
情	qing	O	O
后	hou	O	O
，	，	O	O
于	yu	O	O
2	2	O	O
0	0	O	O
1	1	O	O
7	7	O	O
年	nian	O	O
1	1	O	O
月	yue	O	O
1	1	O	O
3	3	O	O
日	ri	O	O

1	1	O	O
5	5	O	O
：	：	O	O
1	1	O	O
6	6	O	O
分	fen	O	O
在	zai	O	O
手	shou	O	O
术	shu	O	O
室	shi	O	O
全	quan	O	O
麻	ma	O	O
下	xia	O	O
行	xing	O	O
开	kai	O	O
放	fang	O	O
性	xing	O	O
颅	lu	O	O
脑	nao	O	O
损	sun	O	O
伤	shang	O	O
清	qing	O	O
创	chuang	O	O
缝	feng	O	O
合	he	O	O
术	shu	O	O
，	，	O	O
术	shu	O	O
中	zhong	O	O
顺	shun	O	O
利	li	O	O
，	，	O	O
术	shu	O	O
后	hou	O	O
安	an	O	O
返	fan	O	O
病	bing	O	O
室	shi	O	O
，	，	O	O
给	gei	O	O
予	yu	O	O
静	jing	O	O
点	dian	O	O
营	ying	O	O
养	yang	O	O
脑	nao	O	O
神	shen	O	O
经	jing	O	O
药	yao	O	O
物	wu	O	O
及	ji	O	O
抗	kang	O	O
生	sheng	O	O
素	su	O	O
预	yu	O	O
防	fang	O	O
颅	lu	O	O
内	nei	O	O
感	gan	O	O
染	ran	O	O
，	，	O	O
创	chuang	O	O
口	kou	O	O
换	huan	O	O
药	yao	O	O
、	、	O	O
拆	chai	O	O
线	xian	O	O
后	hou	O	O
愈	yu	O	O
合	he	O	O
好	hao	O	O
。	。	O	O

入	ru	O	O
院	yuan	O	O
后	hou	O	O
完	wan	O	O
善	shan	O	O
相	xiang	O	O
关	guan	O	O
检	jian	O	O
查	cha	O	O
，	，	O	O
患	huan	O	O
者	zhe	O	O
尿	niao	O	O
常	chang	O	O
规	gui	O	O
回	hui	O	O
报	bao	O	O
：	：	O	O
白	bai	O	O
细	xi	O	O
胞	bao	O	O
+	+	O	O
3	3	O	O
，	，	O	O
尿	niao	O	O
糖	tang	O	O
+	+	O	O
2	2	O	O
，	，	O	O
镜	jing	O	O
检	jian	O	O
白	bai	O	O
细	xi	O	O
胞	bao	O	O
1	1	O	O
5	5	O	O
-	-	O	O
1	1	O	O
9	9	O	O
个	ge	O	O
/	/	O	O
H	H	O	O
P	P	O	O
。	。	O	O
空	kong	O	O
腹	fu	O	O
葡	pu	O	O
萄	tao	O	O
糖	tang	O	O
9	9	O	O
.	.	O	O
7	7	O	O
3	3	O	O
m	m	O	O
m	m	O	O
o	o	O	O
l	l	O	O
/	/	O	O
L	L	O	O
。	。	O	O
考	kao	O	O
虑	lv	O	O
患	huan	O	O
者	zhe	O	O
为	wei	O	O
泌	mi	DB	O
尿	niao	DI	O
系	xi	DI	O
感	gan	DI	O
染	ran	DE	O
，	，	O	O
血	xie	O	O
糖	tang	O	O
控	kong	O	O
制	zhi	O	O
不	bu	O	O
好	hao	O	O
，	，	O	O
暂	zan	O	O
时	shi	O	O
停	ting	O	O
止	zhi	O	O
右	you	O	O
侧	ce	O	O
输	shu	O	O
尿	niao	O	O
管	guan	O	O
置	zhi	O	O
管	guan	O	O
术	shu	O	O
。	。	O	O

入	ru	O	O
院	yuan	O	O
后	hou	O	O
查	cha	O	O
心	xin	O	O
电	dian	O	O
图	tu	O	O
、	、	O	O
心	xin	O	O
脏	zang	O	O
彩	cai	O	O
超	chao	O	O
、	、	O	O
血	xie	O	O
尿	niao	O	O
常	chang	O	O
规	gui	O	O
、	、	O	O
肝	gan	O	O
肾	shen	O	O
功	gong	O	O
能	neng	O	O
、	、	O	O
血	xie	O	O
糖	tang	O	O
、	、	O	O
血	xie	O	O
脂	zhi	O	O
、	、	O	O
凝	ning	O	O
血	xie	O	O
，	，	O	O
输	shu	O	O
血	xie	O	O
前	qian	O	O
八	ba	O	O
项	xiang	O	O
，	，	O	O
甲	jia	O	O
功	gong	O	O
五	wu	O	O
项	xiang	O	O
。	。	O	O

每	mei	O	O
日	ri	O	O
测	ce	O	O
基	ji	O	O
础	chu	O	O
代	dai	O	O
谢	xie	O	O
率	lv	O	O
。	。	O	O
于	yu	O	O
2	2	O	O
0	0	O	O
1	1	O	O
6	6	O	O
-	-	O	O
1	1	O	O
2	2	O	O
-	-	O	O
7	7	O	O
在	zai	O	O
全	quan	O	O
麻	ma	O	O
下	xia	O	O
行	xing	O	O
甲	jia	O	O
状	zhuang	O	O
腺	xian	O	O
大	da	O	O
部	bu	O	O
切	qie	O	O
除	chu	O	O
术	shu	O	O
，	，	O	O
手	shou	O	O
术	shu	O	O
顺	shun	O	O
利	li	O	O
，	，	O	O
术	shu	O	O
后	hou	O	O
给	gei	O	O
予	yu	O	O
静	jing	O	O
点	dian	O	O
抗	kang	O	O
生	sheng	O	O
素	su	O	O
，	，	O	O
化	hua	O	O
痰	tan	O	O
、	、	O	O
抑	yi	O	O
酸	suan	O	O
及	ji	O	O
补	bu	O	O
液	ye	O	O
对	dui	O	O
症	zheng	O	O
治	zhi	O	O
疗	liao	O	O
。	。	O	O
切	qie	O	O
口	kou	O	O
换	huan	O	O
药	yao	O	O
。	。	O	O
现	xian	O	O
患	huan	O	O
者	zhe	O	O
切	qie	O	O
口	kou	O	O
已	yi	O	O
拆	chai	O	O
线	xian	O	O
，	，	O	O
切	qie	O	O
口	kou	O	O
甲	jia	O	O
级	ji	O	O
愈	yu	O	O
合	he	O	O
。	。	O	O

入	ru	O	O
院	yuan	O	O
后	hou	O	O
完	wan	O	O
善	shan	O	O
相	xiang	O	O
关	guan	O	O
检	jian	O	O
验	yan	O	O
、	、	O	O
检	jian	O	O
查	cha	O	O
，	，	O	O
明	ming	O	O
确	que	O	O
诊	zhen	O	O
断	duan	O	O
，	，	O	O
给	gei	O	O
予	yu	O	O
右	you	O	O
侧	ce	O	O
腹	fu	O	O
股	gu	O	O
沟	gou	O	O
斜	xie	O	O
疝	shan	O	O
无	wu	O	O
张	zhang	O	O
力	li	O	O
疝	shan	O	O
修	xiu	O	O
补	bu	O	O
、	、	O	O
抗	kang	O	O
炎	yan	O	O
药	yao	O	O
预	yu	O	O
防	fang	O	O
感	gan	O	O
染	ran	O	O
等	deng	O	O
对	dui	O	O
症	zheng	O	O
治	zhi	O	O
疗	liao	O	O
。	。	O	O
现	xian	O	O
患	huan	O	O
者	zhe	O	O
自	zi	O	O
觉	jue	O	O
症	zheng	O	O
状	zhuang	O	O
好	hao	O	O
转	zhuan	O	O
，	，	O	O
要	yao	O	O
求	qiu	O	O
出	chu	O	O
院	yuan	O	O
，	，	O	O
今	jin	O	O
日	ri	O	O
痊	quan	O	O
愈	yu	O	O
办	ban	O	O
理	li	O	O
出	chu	O	O
院	yuan	O	O
手	shou	O	O
续	xu	O	O
。	。	O	O

患	huan	O	O
者	zhe	O	O
入	ru	O	O
院	yuan	O	O
后	hou	O	O
完	wan	O	O
善	shan	O	O
相	xiang	O	O
关	guan	O	O
检	jian	O	O
查	cha	O	O
及	ji	O	O
化	hua	O	O
验	yan	O	O
，	，	O	O
明	ming	O	O
确	que	O	O
诊	zhen	O	O
断	duan	O	O
后	hou	O	O
，	，	O	O
予	yu	O	O
营	ying	O	O
养	yang	O	O
脑	nao	O	O
神	shen	O	O
经	jing	O	O
及	ji	O	O
修	xiu	O	O
复	fu	O	O
软	ruan	O	O
组	zu	O	O
织	zhi	O	O
药	yao	O	O
物	wu	O	O
对	dui	O	O
症	zheng	O	O
治	zhi	O	O
疗	liao	O	O
，	，	O	O
病	bing	O	O
情	qing	O	O
好	hao	O	O
转	zhuan	O	O
。	。	O	O
患	huan	O	O
者	zhe	O	O
及	ji	O	O
家	jia	O	O
属	shu	O	O
于	yu	O	O
2	2	O	O
0	0	O	O
1	1	O	O
6	6	O	O
-	-	O	O
1	1	O	O
1	1	O	O
-	-	O	O
2	2	O	O
5	5	O	O
主	zhu	O	O
动	dong	O	O
要	yao	O	O
求	qiu	O	O
出	chu	O	O
院	yuan	O	O
。	。	O	O

入	ru	O	O
院	yuan	O	O
后	hou	O	O
诊	zhen	O	O
断	duan	O	O
为	wei	O	O
：	：	O	O
1	1	O	O
.	.	O	O
肺	fei	DB	O
癌	ai	DI	O
晚	wan	DI	O
期	qi	DE	O
右	you	DB	O
肺	fei	DI	O
小	xiao	DI	O
细	xi	DI	O
胞	bao	DI	O
癌	ai	DI	O
（	（	DI	O
广	guang	DI	O
泛	fan	DI	O
期	qi	DI	O
）	）	DE	O
纵	zong	DB	O
膈	ge	DI	O
淋	lin	DI	O
巴	ba	DI	O
结	jie	DI	O
转	zhuan	DI	O
移	yi	DE	O
左	zuo	DB	O
颈	jing	DI	O
部	bu	DI	O
淋	lin	DI	O
巴	ba	DI	O
结	jie	DI	O
转	zhuan	DI	O
移	yi	DE	O
右	you	DB	O
锁	suo	DI	O
骨	gu	DI	O
上	shang	DI	O
淋	lin	DI	O
巴	ba	DI	O
结	jie	DI	O
转	zhuan	DI	O
移	yi	DE	O
右	you	DB	O
肩	jian	DI	O
关	guan	DI	O
节	jie	DI	O
转	zhuan	DI	O
移	yi	DE	O

双	shuang	DB	O
侧	ce	DI	O
多	duo	DI	O
发	fa	DI	O
肋	lei	DI	O
骨	gu	DI	O
转	zhuan	DI	O
移	yi	DI	O
（	（	DI	O
以	yi	DI	O
第	di	DI	O
7	7	DI	O
肋	lei	DI	O
为	wei	DI	O
著	zhu	DI	O
）	）	DE	O

多	duo	DB	O
处	chu	DI	O
胸	xiong	DI	O
椎	zhui	DI	O
转	zhuan	DI	O
移	yi	DE	O
右	you	DB	O
髋	kuan	DI	O
关	guan	DI	O
节	jie	DI	O
转	zhuan	DI	O
移	yi	DE	O
肝	gan	DB	O
转	zhuan	DI	O
移	yi	DE	O
；	；	O	O
2	2	O	O
.	.	O	O
尿	niao	DB	DB
潴	zhu	DI	DI
留	liu	DE	DE
；	；	O	O
3	3	O	O
.	.	O	O
泌	mi	DB	DB
尿	niao	DI	DI
系	xi	DI	DI
感	gan	DI	DI
染	ran	DE	DE
；	；	O	O
4	4	O	O
.	.	O	O
双	shuang	DB	O
下	xia	DI	O
肢	zhi	DI	O
运	yun	DI	O
动	dong	DI	O
障	zhang	DI	O
碍	ai	DE	O
。	。	O	O
给	gei	O	O
予	yu	O	O
：	：	O	O
1	1	O	O
.	.	O	O
泌	mi	O	O
尿	niao	O	O
外	wai	O	O
科	ke	O	O
护	hu	O	O
理	li	O	O
常	chang	O	O
规	gui	O	O
，	，	O	O
二	er	O	O
级	ji	O	O
护	hu	O	O
理	li	O	O
，	，	O	O
普	pu	O	O
食	shi	O	O
；	；	O	O
2	2	O	O
.	.	O	O
留	liu	O	O
置	zhi	O	O
导	dao	O	O
尿	niao	O	O
；	；	O	O
3	3	O	O
.	.	O	O
给	gei	O	O
予	yu	O	O
抗	kang	O	O
生	sheng	O	O
素	su	O	O
、	、	O	O
营	ying	O	O
养	yang	O	O
支	zhi	O	O
持	chi	O	O
、	、	O	O
止	zhi	O	O
痛	tong	O	O
及	ji	O	O
对	dui	O	O
症	zheng	O	O
药	yao	O	O
物	wu	O	O
治	zhi	O	O
疗	liao	O	O
；	；	O	O
腰	yao	O	O
部	bu	O	O
及	ji	O	O
双	shuang	O	O
下	xia	O	O
肢	zhi	O	O
情	qing	O	O
况	kuang	O	O
请	qing	O	O
相	xiang	O	O
关	guan	O	O
科	ke	O	O
室	shi	O	O
会	hui	O	O
诊	zhen	O	O
。	。	O	O

入	ru	O	O
院	yuan	O	O
后	hou	O	O
完	wan	O	O
善	shan	O	O
相	xiang	O	O
关	guan	O	O
检	jian	O	O
查	cha	O	O
，	，	O	O
应	ying	O	O
用	yong	O	O
药	yao	O	O
物	wu	O	O
控	kong	O	O
制	zhi	O	O
血	xie	O	O
压	ya	O	O
，	，	O	O
于	yu	O	O
2	2	O	O
0	0	O	O
1	1	O	O
7	7	O	O
-	-	O	O
0	0	O	O
3	3	O	O
-	-	O	O
1	1	O	O
6	6	O	O
行	xing	O	O
体	ti	O	O
外	wai	O	O
冲	chong	O	O
击	ji	O	O
波	bo	O	O
碎	sui	O	O
石	shi	O	O
，	，	O	O
术	shu	O	O
后	hou	O	O
给	gei	O	O
予	yu	O	O
抗	kang	O	O
生	sheng	O	O
素	su	O	O
防	fang	O	O
感	gan	O	O
染	ran	O	O
、	、	O	O
降	jiang	O	O
压	ya	O	O
等	deng	O	O
药	yao	O	O
物	wu	O	O
治	zhi	O	O
疗	liao	O	O
。	。	O	O
2	2	O	O
0	0	O	O
1	1	O	O
7	7	O	O
-	-	O	O
0	0	O	O
3	3	O	O
-	-	O	O
1	1	O	O
8	8	O	O
肾	shen	O	O
上	shang	O	O
腺	xian	O	O
C	C	O	O
T	T	O	O
回	hui	O	O
报	bao	O	O
：	：	O	O
左	zuo	O	O
侧	ce	O	O
肾	shen	O	O
上	shang	O	O
腺	xian	O	O
类	lei	O	O
圆	yuan	O	O
形	xing	O	O
低	di	O	O
密	mi	O	O
度	du	O	O
影	ying	O	O
，	，	O	O
考	kao	O	O
虑	lv	O	O
肾	shen	O	O
上	shang	O	O
腺	xian	O	O
腺	xian	O	O
瘤	liu	O	O
。	。	O	O

入	ru	O	O
院	yuan	O	O
后	hou	O	O
完	wan	O	O
善	shan	O	O
相	xiang	O	O
关	guan	O	O
检	jian	O	O
验	yan	O	O
、	、	O	O
检	jian	O	O
查	cha	O	O
。	。	O	O
于	yu	O	O
2	2	O	O
0	0	O	O
1	1	O	O
6	6	O	O
-	-	O	O
1	1	O	O
1	1	O	O
-	-	O	O
1	1	O	O
4	4	O	O
，	，	O	O
在	zai	O	O
蛛	zhu	O	O
网	wang	O	O
膜	mo	O	O
下	xia	O	O
腔	qiang	O	O
阻	zu	O	O
滞	zhi	O	O
麻	ma	O	O
醉	zui	O	O
下	xia	O	O
行	xing	O	O
环	huan	O	O
形	xing	O	O
混	hun	O	O
合	he	O	O
痔	zhi	O	O
切	qie	O	O
除	chu	O	O
术	shu	O	O
、	、	O	O
经	jing	O	O
肛	gang	O	O
门	men	O	O
直	zhi	O	O
肠	chang	O	O
脱	tuo	O	O
垂	chui	O	O
术	shu	O	O
、	、	O	O
直	zhi	O	O
肠	chang	O	O
前	qian	O	O
突	tu	O	O
修	xiu	O	O
补	bu	O	O
术	shu	O	O
。	。	O	O
术	shu	O	O
后	hou	O	O
给	gei	O	O
予	yu	O	O
补	bu	O	O
液	ye	O	O
静	jing	O	O
点	dian	O	O
抗	kang	O	O
生	sheng	O	O
素	su	O	O
预	yu	O	O
防	fang	O	O
感	gan	O	O
染	ran	O	O
。	。	O	O
患	huan	O	O
者	zhe	O	O
排	pai	O	O
便	bian	O	O
正	zheng	O	O
常	chang	O	O
，	，	O	O
要	yao	O	O
求	qiu	O	O
出	chu	O	O
院	yuan	O	O
。	。	O	O

入	ru	O	O
院	yuan	O	O
后	hou	O	O
完	wan	O	O
善	shan	O	O
相	xiang	O	O
关	guan	O	O
辅	fu	O	O
助	zhu	O	O
检	jian	O	O
查	cha	O	O
，	，	O	O
C	C	O	O
T	T	O	O
回	hui	O	O
报	bao	O	O
：	：	O	O
前	qian	O	O
列	lie	O	O
腺	xian	O	O
肥	fei	O	O
大	da	O	O
。	。	O	O
患	huan	O	O
者	zhe	O	O
于	yu	O	O
2	2	O	O
0	0	O	O
1	1	O	O
7	7	O	O
-	-	O	O
-	-	O	O
0	0	O	O
2	2	O	O
-	-	O	O
-	-	O	O
0	0	O	O
9	9	O	O
入	ru	O	O
手	shou	O	O
术	shu	O	O
室	shi	O	O
在	zai	O	O
腰	yao	O	O
麻	ma	O	O
下	xia	O	O
行	xing	O	O
膀	bang	O	O
胱	guang	O	O
腹	fu	O	O
壁	bi	O	O
瘘	lv	O	O
修	xiu	O	O
补	bu	O	O
术	shu	O	O
，	，	O	O
膀	bang	O	O
胱	guang	O	O
造	zao	O	O
瘘	lv	O	O
术	shu	O	O
。	。	O	O
术	shu	O	O
程	cheng	O	O
顺	shun	O	O
利	li	O	O
，	，	O	O
术	shu	O	O
中	zhong	O	O
出	chu	O	SB
血	xie	O	SE
约	yue	O	O
3	3	O	O
0	0	O	O
m	m	O	O
l	l	O	O
，	，	O	O
术	shu	O	O
毕	bi	O	O
安	an	O	O
返	fan	O	O
回	hui	O	O
房	fang	O	O
。	。	O	O
生	sheng	O	O
命	ming	O	O
体	ti	O	O
征	zheng	O	O
平	ping	O	O
稳	wen	O	O
，	，	O	O
瘘	lv	O	O
管	guan	O	O
标	biao	O	O
本	ben	O	O
送	song	O	O
病	bing	O	O
理	li	O	O
。	。	O	O
病	bing	O	O
理	li	O	O
回	hui	O	O
报	bao	O	O
：	：	O	O
膀	bang	DB	O
胱	guang	DI	O
腹	fu	DI	O
壁	bi	DI	O
瘘	lv	DE	O
。	。	O	O
术	shu	O	O
后	hou	O	O
1	1	O	O
4	4	O	O
日	ri	O	O
下	xia	O	O
腹	fu	O	O
部	bu	O	O
切	qie	O	O
口	kou	O	O
间	jian	O	O
断	duan	O	O
拆	chai	O	O
线	xian	O	O
。	。	O	O
现	xian	O	O
已	yi	O	O
拔	ba	O	O
除	chu	O	O
尿	niao	O	O
管	guan	O	O
。	。	O	O
给	gei	O	O
予	yu	O	O
更	geng	O	O
换	huan	O	O
膀	bang	O	O
胱	guang	O	O
造	zao	O	O
瘘	lv	O	O
管	guan	O	O
（	（	O	O
F	F	O	O
r	r	O	O
2	2	O	O
0	0	O	O
）	）	O	O
。	。	O	O

入	ru	O	O
院	yuan	O	O
后	hou	O	O
请	qing	O	O
康	kang	O	O
复	fu	O	O
科	ke	O	O
会	hui	O	O
诊	zhen	O	O
由	you	O	O
骨	gu	O	O
病	bing	O	O
科	ke	O	O
于	yu	O	O
2	2	O	O
0	0	O	O
1	1	O	O
6	6	O	O
-	-	O	O
1	1	O	O
2	2	O	O
-	-	O	O
1	1	O	O
，	，	O	O
1	1	O	O
0	0	O	O
：	：	O	O
0	0	O	O
7	7	O	O
转	zhuan	O	O
入	ru	O	O
康	kang	O	O
复	fu	O	O
科	ke	O	O
给	gei	O	O
予	yu	O	O
改	gai	O	O
善	shan	O	O
骨	gu	O	O
脂	zhi	O	O
代	dai	O	O
谢	xie	O	O
药	yao	O	O
物	wu	O	O
鹿	lu	O	O
瓜	gua	O	O
多	duo	O	O
肽	tai	O	O
1	1	O	O
6	6	O	O
m	m	O	O
g	g	O	O
入	ru	O	O
0	0	O	O
.	.	O	O
9	9	O	O
%	%	O	O
氯	lv	O	O
化	hua	O	O
钠	na	O	O
注	zhu	O	O
射	she	O	O
液	ye	O	O
2	2	O	O
5	5	O	O
0	0	O	O
m	m	O	O
l	l	O	O
中	zhong	O	O
日	ri	O	O
1	1	O	O
次	ci	O	O
静	jing	O	O
点	dian	O	O
及	ji	O	O
口	kou	O	O
服	fu	O	O
活	huo	O	O
血	xie	O	O
止	zhi	O	O
痛	tong	O	O
药	yao	O	O
物	wu	O	O
腰	yao	O	O
痛	tong	O	O
宁	ning	O	O
1	1	O	O
.	.	O	O
5	5	O	O
g	g	O	O
日	ri	O	O
1	1	O	O
次	ci	O	O
,	,	O	O
大	da	O	O
活	huo	O	O
络	luo	O	O
丸	wan	O	O
7	7	O	O
.	.	O	O
2	2	O	O
g	g	O	O
日	ri	O	O
2	2	O	O
次	ci	O	O
、	、	O	O
洛	luo	O	O
索	suo	O	O
洛	luo	O	O
芬	fen	O	O
钠	na	O	O
6	6	O	O
0	0	O	O
m	m	O	O
g	g	O	O
1	1	O	O
日	ri	O	O
3	3	O	O
次	ci	O	O
、	、	O	O
缓	huan	O	O
解	jie	O	O
肌	ji	O	O
肉	rou	O	O
紧	jin	O	O
张	zhang	O	O
药	yao	O	O
