b	b	B	O	O
示	shi	E	O	O
：	：	S	O	O
1	1	S	O	O
.	.	S	O	O
右	you	B	DB	O
侧	ce	E	DI	O
液	ye	S	DI	O
气	qi	B	DI	O
胸	xiong	E	DE	O
2	2	S	O	O
.	.	S	O	O
右	you	B	O	O
侧	ce	E	O	O
第	di	S	O	O
9	9	S	O	O
肋	lei	B	O	O
骨	gu	E	O	O
骨	gu	B	SB	O
折	zhe	E	SE	O
，	，	S	O	O
第	di	S	O	O
1	1	B	O	O
0	0	E	O	O
肋	lei	B	O	O
骨	gu	E	O	O
疑	yi	B	O	O
似	si	E	O	O
骨	gu	B	SB	O
折	zhe	E	SE	O
3	3	S	O	O
.	.	S	O	O
皮	pi	B	DB	O
下	xia	E	DI	O
气	qi	B	DI	O
肿	zhong	E	DE	O
。	。	S	O	O

1	1	S	O	O
.	.	S	O	O
患	huan	B	O	O
者	zhe	E	O	O
男	nan	B	O	O
性	xing	E	O	O
，	，	S	O	O
6	6	B	O	O
0	0	E	O	O
岁	sui	S	O	O
；	；	S	O	O
2	2	S	O	O
.	.	S	O	O
既	ji	B	O	O
往	wang	E	O	O
于	yu	S	O	O
1	1	B	O	O
9	9	I	O	O
7	7	I	O	O
6	6	E	O	O
年	nian	S	O	O
因	yin	B	O	O
右	you	E	O	O
胫	jing	B	O	O
骨	gu	E	O	O
骨	gu	B	O	SB
折	zhe	E	O	SE
行	xing	S	O	O
手	shou	B	O	O
术	shu	E	O	O
治	zhi	B	O	O
疗	liao	E	O	O
（	（	S	O	O
具	ju	B	O	O
体	ti	E	O	O
不	bu	B	O	O
详	xiang	E	O	O
）	）	S	O	O
；	；	S	O	O
患	huan	S	O	O
糖	tang	B	DB	DB
尿	niao	I	DI	DI
病	bing	E	DE	DE
2	2	B	O	O
0	0	E	O	O
年	nian	S	O	O
，	，	S	O	O
规	gui	B	O	O
律	lv	E	O	O
皮	pi	B	O	O
下	xia	I	O	O
注	zhu	I	O	O
射	she	E	O	O
胰	yi	B	O	O
岛	dao	I	O	O
素	su	E	O	O
治	zhi	B	O	O
疗	liao	E	O	O
，	，	S	O	O
血	xie	B	O	O
糖	tang	E	O	O
控	kong	B	O	O
制	zhi	E	O	O
尚	shang	B	O	O
可	ke	E	O	O
；	；	S	O	O
患	huan	S	O	O
高	gao	B	DB	DB
血	xie	I	DI	DI
压	ya	I	DE	DE
病	bing	E	O	O
1	1	B	O	O
0	0	E	O	O
余	yu	B	O	O
年	nian	E	O	O
规	gui	B	O	O
律	lv	E	O	O
服	fu	B	O	O
药	yao	E	O	O
，	，	S	O	O
血	xie	B	O	O
压	ya	E	O	O
控	kong	B	O	O
制	zhi	E	O	O
尚	shang	B	O	O
可	ke	E	O	O
；	；	S	O	O
3	3	S	O	O
.	.	S	O	O
患	huan	B	O	O
者	zhe	E	O	O
于	yu	S	O	O
入	ru	B	O	O
院	yuan	E	O	O
前	qian	B	O	O
约	yue	E	O	O
1	1	B	O	O
0	0	E	O	O
小	xiao	B	O	O
时	shi	E	O	O
交	jiao	B	O	O
通	tong	I	O	O
事	shi	I	O	O
故	gu	E	O	O
中	zhong	S	O	O
左	zuo	B	O	O
面	mian	E	O	O
侧	ce	B	O	O
额	e	I	O	O
部	bu	E	O	O
、	、	S	O	O
左	zuo	B	O	O
侧	ce	E	O	O
胸	xiong	B	O	O
部	bu	E	O	O
受	shou	S	O	O
撞	zhuang	B	O	O
击	ji	E	O	O
后	hou	S	O	O
疼	teng	B	SB	SB
痛	tong	E	SE	SE
，	，	S	O	O
活	huo	B	O	O
动	dong	E	O	O
及	ji	S	O	O
深	shen	B	O	O
呼	hu	I	O	O
吸	xi	E	O	O
时	shi	S	O	O
胸	xiong	B	SB	O
痛	tong	E	SE	O
明	ming	B	O	O
显	xian	E	O	O
，	，	S	O	O
伴	ban	B	O	O
有	you	E	O	O
胸	xiong	B	SB	SB
闷	men	E	SE	SE
，	，	S	O	O
无	wu	S	O	O
呼	hu	B	O	O
吸	xi	I	O	O
困	kun	I	O	O
难	nan	E	O	O
，	，	S	O	O
为	wei	B	O	O
行	xing	E	O	O
诊	zhen	B	O	O
治	zhi	E	O	O
来	lai	B	O	O
院	yuan	E	O	O
，	，	S	O	O
门	men	B	O	O
诊	zhen	E	O	O
经	jing	B	O	O
查	cha	E	O	O
体	ti	S	O	O
、	、	S	O	O
拍	pai	B	O	O
片	pian	E	O	O
后	hou	B	O	O
以	yi	E	O	O
左	zuo	B	DB	DB
侧	ce	E	DI	DI
肋	lei	B	DI	DI
骨	gu	E	DI	DI
骨	gu	B	DI	DI
折	zhe	E	DE	DE
收	shou	B	O	O
入	ru	E	O	O
我	wo	B	O	O
科	ke	E	O	O
。	。	S	O	O
患	huan	B	O	O
者	zhe	E	O	O
自	zi	S	O	O
受	shou	B	O	O
伤	shang	E	O	O
后	hou	S	O	O
无	wu	B	O	O
意	yi	I	O	O
识	shi	E	O	O
障	zhang	B	O	O
碍	ai	E	O	O
，	，	S	O	O
无	wu	B	O	O
二	er	I	O	O
便	bian	E	O	O
失	shi	B	O	O
禁	jin	E	O	O
。	。	S	O	O
4	4	S	O	O
.	.	S	O	O
查	cha	B	O	O
体	ti	E	O	O
：	：	S	O	O
发	fa	B	O	O
育	yu	E	O	O
正	zheng	B	O	O
常	chang	E	O	O
，	，	S	O	O
营	ying	B	O	O
养	yang	E	O	O
中	zhong	B	O	O
等	deng	E	O	O
，	，	S	O	O
自	zi	B	O	O
主	zhu	E	O	O
体	ti	B	O	O
位	wei	E	O	O
，	，	S	O	O
步	bu	B	O	O
入	ru	E	O	O
病	bing	B	O	O
房	fang	E	O	O
,	,	S	O	O
查	cha	B	O	O
体	ti	E	O	O
合	he	B	O	O
作	zuo	E	O	O
。	。	S	O	O
全	quan	B	O	O
身	shen	E	O	O
皮	pi	B	O	O
肤	fu	E	O	O
粘	zhan	B	O	O
膜	mo	E	O	O
未	wei	B	O	O
见	jian	E	O	O
黄	huang	B	SB	SB
染	ran	I	SE	SE
及	ji	E	O	O
斑	ban	S	SB	SB
丘	qiu	B	SI	SI
疹	zhen	E	SE	SE
，	，	S	O	O
浅	qian	B	O	O
表	biao	E	O	O
淋	lin	B	O	O
巴	ba	I	O	O
结	jie	E	O	O
未	wei	S	O	O
触	chu	B	O	O
及	ji	E	O	O
肿	zhong	B	SB	SB
大	da	E	SE	SE
，	，	S	O	O
头	tou	B	O	O
颅	lu	E	O	O
无	wu	S	O	O
畸	ji	B	SB	SB
形	xing	E	SE	SE
，	，	S	O	O
眼	yan	B	O	O
睑	jian	E	O	O
无	wu	S	O	O
水	shui	B	SB	SB
肿	zhong	E	SE	SE
，	，	S	O	O
睑	jian	S	O	O
结	jie	B	O	O
膜	mo	E	O	O
无	wu	S	O	O
苍	cang	B	SB	O
白	bai	E	SE	O
、	、	S	O	O
充	chong	B	SB	SB
血	xie	E	SE	SE
。	。	S	O	O
双	shuang	B	O	O
侧	ce	E	O	O
瞳	tong	B	O	O
孔	kong	E	O	O
正	zheng	B	O	O
大	da	E	O	O
等	deng	S	O	O
圆	yuan	S	O	O
，	，	S	O	O
对	dui	S	O	O
光	guang	B	O	O
反	fan	I	O	O
射	she	E	O	O
灵	ling	B	O	O
敏	min	E	O	O
。	。	S	O	O
左	zuo	S	O	O
面	mian	B	O	O
部	bu	E	O	O
可	ke	B	O	O
见	jian	E	O	O
一	yi	S	O	O
4	4	B	O	O
X	X	I	O	O
3	3	I	O	O
c	c	I	O	O
m	m	E	O	O
皮	pi	B	O	O
肤	fu	E	O	O
挫	cuo	B	O	SB
伤	shang	E	O	SE
，	，	S	O	O
外	wai	B	O	O
耳	er	I	O	O
道	dao	E	O	O
通	tong	B	O	O
畅	chang	E	O	O
，	，	S	O	O
无	wu	S	O	O
分	fen	B	O	O
泌	mi	I	O	O
物	wu	E	O	O
，	，	S	O	O
听	ting	B	O	O
力	li	E	O	O
正	zheng	B	O	O
常	chang	E	O	O
。	。	S	O	O
鼻	bi	S	O	O
无	wu	S	O	O
畸	ji	B	O	SB
形	xing	E	O	SE
，	，	S	O	O
无	wu	S	O	O
鼻	bi	B	O	O
甲	jia	E	O	O
肥	fei	B	O	O
大	da	E	O	O
，	，	S	O	O
各	ge	S	O	O
鼻	bi	B	O	O
窦	dou	E	O	O
压	ya	B	O	O
痛	tong	E	O	O
点	dian	S	O	O
无	wu	S	O	O
压	ya	B	O	O
痛	tong	E	O	O
。	。	S	O	O
口	kou	B	O	O
唇	chun	E	O	O
无	wu	S	O	O
苍	cang	B	SB	SB
白	bai	E	SE	SE
，	，	S	O	O
咽	yan	S	O	O
无	wu	S	O	O
充	chong	B	SB	SB
血	xie	E	SE	SE
，	，	S	O	O
双	shuang	B	O	O
侧	ce	E	O	O
扁	bian	B	O	O
桃	tao	I	O	O
腺	xian	E	O	O
不	bu	S	O	O
大	da	S	O	O
。	。	S	O	O
颈	jing	S	O	O
左	zuo	B	O	O
右	you	E	O	O
对	dui	B	O	O
称	cheng	E	O	O
，	，	S	O	O
软	ruan	S	O	O
，	，	S	O	O
无	wu	S	O	O
抵	di	B	O	O
抗	kang	E	O	O
，	，	S	O	O
无	wu	S	O	O
静	jing	B	O	O
脉	mai	E	O	O
怒	nu	S	SB	SB
张	zhang	B	SE	SE
及	ji	E	O	O
颈	jing	B	O	O
动	dong	I	O	O
脉	mai	E	O	O
异	yi	B	SB	SB
常	chang	E	SI	SI
搏	bo	B	SI	SI
动	dong	E	SE	SE
。	。	S	O	O
气	qi	B	O	O
管	guan	E	O	O
居	ju	B	O	O
中	zhong	E	O	O
，	，	S	O	O
甲	jia	B	O	O
状	zhuang	I	O	O
腺	xian	E	O	O
不	bu	S	O	O
大	da	S	O	O
，	，	S	O	O
无	wu	S	O	O
压	ya	B	O	O
痛	tong	E	O	O
，	，	S	O	O
未	wei	B	O	O
闻	wen	E	O	O
及	ji	S	O	O
血	xie	B	O	O
管	guan	E	O	O
杂	za	B	O	O
音	yin	E	O	O
。	。	S	O	O
胸	xiong	B	O	O
廓	kuo	E	O	O
对	dui	B	O	O
称	cheng	E	O	O
无	wu	S	O	O
畸	ji	B	SB	SB
形	xing	E	SE	SE
，	，	S	O	O
呼	hu	B	O	O
吸	xi	E	O	O
动	dong	B	O	O
度	du	E	O	O
两	liang	B	O	O
侧	ce	E	O	O
均	jun	B	O	O
匀	yun	E	O	O
等	deng	S	O	O
，	，	S	O	O
无	wu	S	O	O
增	zeng	B	O	O
强	qiang	E	O	O
及	ji	S	O	O
减	jian	B	O	O
弱	ruo	E	O	O
双	shuang	B	O	O
侧	ce	E	O	O
语	yu	S	O	O
颤	zhan	S	O	O
无	wu	S	O	O
增	zeng	B	O	O
强	qiang	E	O	O
及	ji	S	O	O
减	jian	B	O	O
弱	ruo	E	O	O
，	，	S	O	O
未	wei	S	O	O
触	chu	B	O	O
及	ji	E	O	O
皮	pi	B	O	O
下	xia	E	O	O
捻	nian	S	O	O
发	fa	B	O	O
音	yin	E	O	O
，	，	S	O	O
双	shuang	B	O	O
肺	fei	E	O	O
叩	kou	B	O	O
音	yin	E	O	O
清	qing	S	O	O
，	，	S	O	O
肺	fei	B	O	O
肝	gan	E	O	O
相	xiang	B	O	O
对	dui	E	O	O
浊	zhuo	B	O	O
音	yin	E	O	O
界	jie	S	O	O
位	wei	B	O	O
于	yu	E	O	O
右	you	B	O	O
侧	ce	E	O	O
锁	suo	B	O	O
骨	gu	E	O	O
中	zhong	B	O	O
线	xian	E	O	O
第	di	S	O	O
5	5	S	O	O
肋	lei	B	O	O
间	jian	E	O	O
，	，	S	O	O
双	shuang	B	O	O
肺	fei	E	O	O
呼	hu	B	O	O
吸	xi	E	O	O
音	yin	B	O	O
清	qing	E	O	O
，	，	S	O	O
未	wei	B	O	O
闻	wen	E	O	O
及	ji	S	O	O
干	gan	B	O	O
湿	shi	E	O	O
性	xing	B	O	O
罗	luo	I	O	O
音	yin	E	O	O
。	。	S	O	O
心	xin	B	O	O
前	qian	E	O	O
区	qu	S	O	O
无	wu	S	O	O
隆	long	B	SB	SB
起	qi	E	SE	SE
，	，	S	O	O
未	wei	S	O	O
触	chu	B	O	O
及	ji	E	O	O
震	zhen	B	O	O
颤	zhan	E	O	O
，	，	S	O	O
叩	kou	B	O	O
心	xin	I	O	O
界	jie	E	O	O
不	bu	B	O	O
大	da	E	O	O
，	，	S	O	O
心	xin	B	O	O
率	lv	E	O	O
8	8	B	O	O
8	8	E	O	O
次	ci	S	O	O
/	/	S	O	O
分	fen	S	O	O
，	，	S	O	O
律	lv	B	O	O
齐	qi	E	O	O
，	，	S	O	O
各	ge	S	O	O
瓣	ban	B	O	O
膜	mo	E	O	O
听	ting	B	O	O
诊	zhen	E	O	O
区	qu	S	O	O
未	wei	B	O	O
闻	wen	E	O	O
及	ji	S	O	O
杂	za	B	O	O
音	yin	E	O	O
。	。	S	O	O
腹	fu	B	O	O
部	bu	E	O	O
平	ping	B	O	O
坦	tan	E	O	O
，	，	S	O	O
未	wei	B	O	O
见	jian	E	O	O
胃	wei	B	O	O
肠	chang	E	O	O
型	xing	S	O	O
及	ji	S	O	O
蠕	ru	B	O	O
动	dong	E	O	O
波	bo	S	O	O
，	，	S	O	O
无	wu	S	O	O
腹	fu	B	O	O
壁	bi	E	O	O
静	jing	B	SB	SB
脉	mai	I	SI	SI
曲	qu	I	SI	SI
张	zhang	E	SE	SE
。	。	S	O	O
腹	fu	B	O	O
软	ruan	E	O	O
，	，	S	O	O
肝	gan	B	O	O
脾	pi	I	O	O
未	wei	E	O	O
触	chu	B	O	O
及	ji	E	O	O
肿	zhong	B	SB	SB
大	da	E	SE	SE
，	，	S	O	O
腹	fu	B	O	O
部	bu	E	O	O
无	wu	S	O	O
压	ya	B	O	O
痛	tong	E	O	O
，	，	S	O	O
无	wu	B	O	O
反	fan	E	O	O
跳	tiao	S	O	O
痛	tong	B	O	O
及	ji	E	O	O
肌	ji	S	O	O
紧	jin	B	O	O
张	zhang	E	O	O
。	。	S	O	O
腹	fu	B	O	O
部	bu	E	O	O
未	wei	S	O	O
触	chu	B	O	O
及	ji	E	O	O
包	bao	B	SB	O
块	kuai	E	SE	O
。	。	S	O	O
叩	kou	B	O	O
鼓	gu	I	O	O
音	yin	E	O	O
，	，	S	O	O
移	yi	B	O	O
动	dong	I	O	O
性	xing	E	O	O
浊	zhuo	B	O	O
音	yin	E	O	O
阴	yin	B	O	O
性	xing	E	O	O
。	。	S	O	O
肠	chang	S	O	O
鸣	ming	B	O	O
音	yin	E	O	O
正	zheng	B	O	O
常	chang	E	O	O
，	，	S	O	O
无	wu	S	O	O
亢	kang	B	O	O
进	jin	E	O	O
（	（	S	O	O
4	4	S	O	O
次	ci	S	O	O
/	/	S	O	O
分	fen	S	O	O
肛	gang	B	O	O
门	men	E	O	O
未	wei	B	O	O
见	jian	I	O	O
异	yi	I	O	O
常	chang	E	O	O
。	。	S	O	O
脊	ji	B	O	O
柱	zhu	E	O	O
四	si	B	O	O
肢	zhi	E	O	O
无	wu	S	O	O
畸	ji	B	O	SB
形	xing	E	O	SE
，	，	S	O	O
活	huo	B	O	O
动	dong	E	O	O
自	zi	B	O	O
如	ru	E	O	O
，	，	S	O	O
双	shuang	B	O	O
下	xia	I	O	O
肢	zhi	E	O	O
无	wu	S	O	O
水	shui	B	O	SB
肿	zhong	E	O	SE
。	。	S	O	O
双	shuang	B	O	O
侧	ce	E	O	O
肱	gong	S	O	O
二	er	S	O	O
、	、	S	O	O
三	san	B	O	O
头	tou	E	O	O
肌	ji	S	O	O
反	fan	B	O	O
射	she	E	O	O
、	、	S	O	O
膝	xi	B	O	O
腱	jian	E	O	O
反	fan	B	O	O
射	she	E	O	O
正	zheng	B	O	O
常	chang	E	O	O
，	，	S	O	O
双	shuang	B	O	O
侧	ce	E	O	O
巴	ba	B	O	O
彬	bin	E	O	O
斯	si	B	O	O
基	ji	I	O	O
氏	shi	E	O	O
征	zheng	S	O	O
、	、	S	O	O
克	ke	S	O	O
尼	ni	B	O	O
格	ge	E	O	O
氏	shi	B	O	O
征	zheng	E	O	O
阴	yin	B	O	O
性	xing	E	O	O
。	。	S	O	O
专	zhuan	B	O	O
科	ke	E	O	O
情	qing	B	O	O
况	kuang	E	O	O
：	：	S	O	O
左	zuo	B	O	O
侧	ce	E	O	O
胸	xiong	B	O	O
部	bu	E	O	O
触	chu	B	O	O
痛	tong	E	O	O
明	ming	B	O	O
显	xian	E	O	O
，	，	S	O	O
双	shuang	B	O	O
肺	fei	E	O	O
呼	hu	B	O	O
吸	xi	E	O	O
音	yin	B	O	O
清	qing	E	O	O
，	，	S	O	O
腹	fu	B	O	O
软	ruan	E	O	O
、	、	S	O	O
无	wu	S	O	O
压	ya	B	O	O
痛	tong	E	O	O
及	ji	S	O	O
肌	ji	S	O	O
紧	jin	B	O	O
张	zhang	E	O	O
，	，	S	O	O
肢	zhi	B	O	O
体	ti	E	O	O
未	wei	B	O	O
见	jian	I	O	O
异	yi	I	O	O
常	chang	E	O	O
。	。	S	O	O
5	5	S	O	O
.	.	S	O	O
辅	fu	B	O	O
助	zhu	E	O	O
检	jian	B	O	O
查	cha	E	O	O
：	：	S	O	O
胸	xiong	B	O	O
部	bu	E	O	O
C	C	B	O	O
T	T	E	O	O
+	+	S	O	O
肋	lei	B	O	O
骨	gu	E	O	O
重	zhong	B	O	O
建	jian	E	O	O
提	ti	B	O	O
示	shi	E	O	O
:	:	S	O	O
右	you	B	DB	O
肺	fei	E	DI	O
中	zhong	B	DI	O
叶	ye	E	DI	O
炎	yan	B	DI	O
症	zheng	E	DE	O
；	；	S	O	O
纵	zong	B	O	O
膈	ge	E	O	O
淋	lin	B	O	O
巴	ba	I	O	O
结	jie	E	O	O
增	zeng	B	O	O
大	da	E	O	O
；	；	S	O	O
主	zhu	S	DB	O
动	dong	B	DI	O
脉	mai	I	DI	O
硬	ying	I	DI	O
化	hua	E	DE	O
；	；	S	O	O
左	zuo	B	DB	O
侧	ce	E	DI	O
第	di	S	DI	O
2	2	S	DI	O
、	、	S	DI	O
3	3	S	DI	O
、	、	S	DI	O
4	4	S	DI	O
肋	lei	B	DI	O
骨	gu	E	DI	O
骨	gu	B	DI	SB
折	zhe	E	DE	SE
（	（	S	O	O
C	C	B	O	O
T	T	E	O	O
号	hao	S	O	O
：	：	S	O	O
0	0	B	O	O
1	1	I	O	O
5	5	I	O	O
8	8	I	O	O
8	8	I	O	O
0	0	E	O	O
）	）	S	O	O
。	。	S	O	O

入	ru	B	O	O
院	yuan	E	O	O
后	hou	S	O	O
完	wan	B	O	O
善	shan	E	O	O
相	xiang	B	O	O
关	guan	E	O	O
辅	fu	B	O	O
助	zhu	E	O	O
检	jian	B	O	O
查	cha	E	O	O
，	，	S	O	O
给	gei	B	O	O
予	yu	E	O	O
口	kou	B	O	O
服	fu	E	O	O
抗	kang	B	O	O
生	sheng	I	O	O
素	su	E	O	O
，	，	S	O	O
静	jing	B	O	O
点	dian	E	O	O
软	ruan	B	O	O
组	zu	I	O	O
织	zhi	E	O	O
修	xiu	B	O	O
复	fu	E	O	O
药	yao	B	O	O
物	wu	E	O	O
及	ji	S	O	O
营	ying	B	O	O
养	yang	E	O	O
脑	nao	B	O	O
细	xi	I	O	O
胞	bao	E	O	O
药	yao	B	O	O
物	wu	E	O	O
治	zhi	B	O	O
疗	liao	E	O	O
。	。	S	O	O
2	2	B	O	O
0	0	I	O	O
1	1	I	O	O
6	6	E	O	O
-	-	S	O	O
1	1	B	O	O
0	0	E	O	O
-	-	S	O	O
1	1	B	O	O
0	0	E	O	O
拆	chai	B	O	O
除	chu	E	O	O
左	zuo	B	O	O
眉	mei	I	O	O
弓	gong	E	O	O
缝	feng	B	O	O
线	xian	E	O	O
。	。	S	O	O

住	zhu	B	O	O
院	yuan	E	O	O
后	hou	S	O	O
根	gen	B	O	O
据	ju	E	O	O
病	bing	B	O	O
史	shi	E	O	O
、	、	S	O	O
查	cha	B	O	O
体	ti	E	O	O
及	ji	S	O	O
辅	fu	B	O	O
助	zhu	E	O	O
检	jian	B	O	O
查	cha	E	O	O
初	chu	B	O	O
步	bu	E	O	O
诊	zhen	B	O	O
断	duan	E	O	O
：	：	S	O	O
1	1	S	O	O
.	.	S	O	O
右	you	B	DB	O
侧	ce	E	DI	O
胸	xiong	B	DI	O
部	bu	E	DI	O
刀	dao	S	DI	O
刺	ci	B	DI	O
伤	shang	E	DE	O
2	2	B	O	O
.	.	I	O	O
2	2	E	DB	DB
型	xing	S	DI	DI
糖	tang	B	DI	DI
尿	niao	I	DI	DI
病	bing	E	DE	DE
3	3	S	O	O
.	.	S	O	O
冠	guan	B	DB	DB
心	xin	I	DI	DI
病	bing	E	DE	DE
。	。	S	O	O
住	zhu	B	O	O
院	yuan	E	O	O
后	hou	S	O	O
给	gei	B	O	O
予	yu	E	O	O
右	you	B	O	O
侧	ce	E	O	O
胸	xiong	B	O	O
部	bu	E	O	O
刀	dao	S	O	O
刺	ci	B	O	O
伤	shang	E	O	O
护	hu	B	O	O
理	li	E	O	O
常	chang	B	O	O
规	gui	E	O	O
，	，	S	O	O
Ⅱ	Ⅱ	S	O	O
级	ji	S	O	O
护	hu	B	O	O
理	li	E	O	O
，	，	S	O	O
完	wan	B	O	O
善	shan	E	O	O
相	xiang	B	O	O
关	guan	E	O	O
辅	fu	B	O	O
助	zhu	E	O	O
检	jian	B	O	O
查	cha	E	O	O
。	。	S	O	O
口	kou	B	O	O
服	fu	E	O	O
消	xiao	B	O	O
炎	yan	I	O	O
药	yao	E	O	O
预	yu	B	O	O
防	fang	E	O	O
感	gan	B	O	O
染	ran	E	O	O
、	、	S	O	O
脑	nao	B	O	O
细	xi	I	O	O
胞	bao	E	O	O
代	dai	B	O	O
谢	xie	E	O	O
药	yao	B	O	O
物	wu	E	O	O
及	ji	S	O	O
药	yao	B	O	O
物	wu	E	O	O
等	deng	S	O	O
对	dui	B	O	O
症	zheng	E	O	O
治	zhi	B	O	O
疗	liao	E	O	O
。	。	S	O	O

入	ru	B	O	O
院	yuan	E	O	O
后	hou	S	O	O
完	wan	B	O	O
善	shan	E	O	O
相	xiang	B	O	O
关	guan	E	O	O
检	jian	B	O	O
验	yan	E	O	O
、	、	S	O	O
检	jian	B	O	O
查	cha	E	O	O
，	，	S	O	O
明	ming	B	O	O
确	que	E	O	O
患	huan	B	O	O
者	zhe	E	O	O
诊	zhen	B	O	O
断	duan	E	O	O
，	，	S	O	O
给	gei	B	O	O
予	yu	E	O	O
应	ying	B	O	O
用	yong	E	O	O
抗	kang	B	O	O
炎	yan	E	O	O
、	、	S	O	O
营	ying	B	O	O
养	yang	E	O	O
脑	nao	B	O	O
神	shen	I	O	O
经	jing	E	O	O
、	、	S	O	O
活	huo	B	O	O
血	xie	I	O	O
化	hua	I	O	O
瘀	yu	E	O	O
、	、	S	O	O
止	zhi	B	O	O
疼	teng	E	O	O
等	deng	S	O	O
药	yao	B	O	O
物	wu	E	O	O
对	dui	B	O	O
症	zheng	E	O	O
治	zhi	B	O	O
疗	liao	E	O	O
。	。	S	O	O
后	hou	S	O	O
患	huan	B	O	O
者	zhe	E	O	O
诉	su	S	O	O
腰	yao	B	SB	SB
痛	tong	E	SE	SE
，	，	S	O	O
给	gei	B	O	O
予	yu	E	O	O
行	xing	S	O	O
腰	yao	B	O	O
椎	zhui	I	O	O
间	jian	I	O	O
盘	pan	E	O	O
C	C	B	O	O
T	T	E	O	O
回	hui	B	O	O
报	bao	E	O	O
：	：	S	O	O
腰	yao	S	O	O
5	5	S	O	O
-	-	S	O	O
骶	di	S	O	O
1	1	S	O	O
椎	zhui	B	O	O
间	jian	I	O	O
盘	pan	E	O	O
突	tu	B	O	O
出	chu	E	O	O
。	。	S	O	O
补	bu	B	O	O
充	chong	E	O	O
诊	zhen	B	O	O
断	duan	E	O	O
：	：	S	O	O
腰	yao	B	DB	DB
椎	zhui	I	DI	DI
间	jian	I	DI	DI
盘	pan	E	DI	DI
突	tu	B	DI	DI
出	chu	E	DI	DI
症	zheng	S	DE	DE
。	。	S	O	O
给	gei	B	O	O
予	yu	E	O	O
应	ying	B	O	O
用	yong	E	O	O
营	ying	B	O	O
养	yang	E	O	O
神	shen	B	O	O
经	jing	E	O	O
，	，	S	O	O
病	bing	S	O	O
给	gei	B	O	O
予	yu	E	O	O
患	huan	B	O	O
处	chu	E	O	O
蜡	la	B	O	O
疗	liao	E	O	O
热	re	B	O	O
敷	fu	E	O	O
，	，	S	O	O
现	xian	S	O	O
患	huan	B	O	O
者	zhe	E	O	O
病	bing	B	O	O
情	qing	E	O	O
好	hao	B	O	O
转	zhuan	E	O	O
，	，	S	O	O
要	yao	B	O	O
求	qiu	E	O	O
出	chu	B	O	O
院	yuan	E	O	O
。	。	S	O	O
请	qing	B	O	O
示	shi	E	O	O
上	shang	B	O	O
级	ji	E	O	O
医	yi	B	O	O
师	shi	E	O	O
后	hou	S	O	O
同	tong	B	O	O
意	yi	E	O	O
患	huan	B	O	O
者	zhe	E	O	O
今	jin	B	O	O
日	ri	E	O	O
办	ban	B	O	O
理	li	E	O	O
出	chu	B	O	O
院	yuan	E	O	O
手	shou	B	O	O
续	xu	E	O	O
。	。	S	O	O

入	ru	B	O	O
院	yuan	E	O	O
后	hou	S	O	O
完	wan	B	O	O
善	shan	E	O	O
相	xiang	B	O	O
关	guan	E	O	O
检	jian	B	O	O
验	yan	E	O	O
、	、	S	O	O
检	jian	B	O	O
查	cha	E	O	O
，	，	S	O	O
明	ming	B	O	O
确	que	E	O	O
患	huan	B	O	O
者	zhe	E	O	O
诊	zhen	B	O	O
断	duan	E	O	O
，	，	S	O	O
给	gei	B	O	O
予	yu	E	O	O
应	ying	B	O	O
用	yong	E	O	O
营	ying	B	O	O
养	yang	E	O	O
脑	nao	B	O	O
神	shen	I	O	O
经	jing	E	O	O
、	、	S	O	O
止	zhi	B	O	O
疼	teng	E	O	O
、	、	S	O	O
活	huo	B	O	O
血	xie	I	O	O
化	hua	I	O	O
瘀	yu	E	O	O
等	deng	S	O	O
药	yao	B	O	O
物	wu	E	O	O
对	dui	B	O	O
症	zheng	E	O	O
治	zhi	B	O	O
疗	liao	E	O	O
，	，	S	O	O
现	xian	S	O	O
患	huan	B	O	O
者	zhe	E	O	O
自	zi	B	O	O
觉	jue	E	O	O
症	zheng	B	O	O
状	zhuang	E	O	O
好	hao	B	O	O
转	zhuan	E	O	O
，	，	S	O	O
要	yao	B	O	O
求	qiu	E	O	O
出	chu	B	O	O
院	yuan	E	O	O
，	，	S	O	O
今	jin	B	O	O
日	ri	E	O	O
出	chu	B	O	O
院	yuan	E	O	O
。	。	S	O	O

入	ru	B	O	O
院	yuan	E	O	O
后	hou	S	O	O
给	gei	B	O	O
予	yu	E	O	O
神	shen	B	O	O
经	jing	I	O	O
外	wai	I	O	O
科	ke	E	O	O
护	hu	B	O	O
理	li	E	O	O
常	chang	B	O	O
规	gui	E	O	O
，	，	S	O	O
完	wan	B	O	O
善	shan	E	O	O
相	xiang	B	O	O
关	guan	E	O	O
检	jian	B	O	O
验	yan	E	O	O
检	jian	B	O	O
查	cha	E	O	O
，	，	S	O	O
头	tou	B	O	O
颅	lu	E	O	O
C	C	B	O	O
T	T	E	O	O
示	shi	S	O	O
：	：	S	O	O
右	you	B	O	O
侧	ce	E	O	O
顶	ding	B	O	O
骨	gu	E	O	O
骨	gu	B	O	O
折	zhe	E	O	O
，	，	S	O	O
并	bing	S	O	O
颅	lu	B	O	O
内	nei	E	O	O
积	ji	B	O	O
气	qi	E	O	O
。	。	S	O	O
右	you	B	O	O
侧	ce	E	O	O
顶	ding	B	O	O
部	bu	E	O	O
头	tou	B	O	O
下	xia	E	O	O
血	xie	B	O	O
肿	zhong	E	O	O
。	。	S	O	O
